ISIN,SYMBOL
INE864X01013,DPWIRES
INE070Y01015,INNOVATIVE
INE238Y01018,TIRUPATI
INE801L01010,AIROLAM
INE039C01032,JAMNAAUTO
INE786W01010,RKEC
INE405Y01013,GOLDSTAR
INE224E01036,GATECHDVR
INE978A01027,HERITGFOOD
INE039O01011,JASH
INE375Y01018,RELIABLE
INE351Y01019,BETA
INE289S01013,CMMIPL
INE319Y01016,TIRUPATIFL
INE477A01020,CANFINHOME
INE338Y01016,OMFURN
INE850D01014,GODREJAGRO
INE376Y01016,MILTON
INE822C01015,TCPLPACK
INE348L01012,MASFIN
INE266Y01019,DPABHUSHAN
INE022Q01012,IEX
INE637C01025,POKARNA
INE481Y01014,GICRE
INE076B01028,SIYSIL
INE446A01025,ATLASCYCLE
INE974X01010,TIINDIA
INE298J01013,NAM-INDIA
INE610C01014,ARENTERP
INE203G01027,IGL
INE766P01016,MAHLOG
INE470Y01017,NIACL
INE195Y01010,SECURCRED
INE133Y01011,IFGLEXPOR
INE834I01025,KHADIM
INE618L01018,5PAISA
INE795G01014,HDFCLIFE
INE635Y01015,AISL
INE335X01014,PULZ
INE188Y01015,VERTOZ
INF109KB15Y7,ICICIB22
INE625X01018,SILVERTUC
INE901X01013,FELIX
INE761Y01019,ZODIAC
INE520Y01019,ICEMAKE
INE365I01020,NBIFIN
INE016M01021,DNAMEDIA
INE715Y01015,SHRADHA
INE403Y01018,INNOVANA
INE610B01024,GUJRAFFIA
INE597J01018,SHALBY
INE935Q01015,FSC
INE486Y01013,TOUCHWOOD
INE840Y01011,ONEPOINT
INE705C01020,SHIVATEX
INE702Y01013,SMVD
INE247D01021,JINDWORLD
INE646X01014,ASTRON
INE820Y01013,AJOONI
INE514Y01012,MOKSH
INE410D01017,RAMGOPOLY
INE977Y01011,BCONCEPTS
INE253B01015,21STCENMGM
INE203Y01012,SILLYMONKS
INE507Y01016,SKSTEXTILE
INE713T01010,APOLLO
INE619B01017,NEWGEN
INE371P01015,AMBER
INE546Y01022,PRAXIS
INE142A01012,OSWALAGRO
INE880Y01017,SOLEX
INE008Z01012,SRPL
INE068Z01016,VASA
INE600K01018,GALAXYSURF
INE749Y01014,AMJUMBO
INE129Z01016,SINTERCOM
INE450S01011,MHHL
INE980Y01015,SOUTHWEST
INE006Z01016,ARVEE
INE914M01019,ASTERDM
INE644Y01017,SHIVAMILLS
INE862Y01015,BANKA
INE541A01023,GMMPFAUDLR
INE418Y01016,CKPLEISURE
INE926X01010,HGINFRA
INE642Y01011,HINDCON
INE324X01018,SARVESHWAR
INE481Z01011,UNIINFO
INF740KA1EU7,LIQUIDETF
INE891B01012,DCMFINSERV
INE092B01025,INDNIPPON
INE155Z01011,MACPOWER
INE171Z01018,BDL
INE575Z01010,MDL
INE555Z01012,TARACHAND
INE545U01014,BANDHANBNK
INE202Z01029,SUNDARMHLD
INE066F01012,HAL
INE568Z01015,URAVI
INE614Z01017,GIRIRAJ
INE278R01018,KARDA
INE997Y01019,MITTAL
INE278H01035,SANDHAR
INE660C01027,CENTRUM
INE340Z01019,CONTI
INE763G01038,ISEC
INE542Z01010,KAPSTON
INE099Z01011,MIDHANI
INE843B01013,MAHAPEXLTD
INE182D01020,MARATHON
INE970X01018,LEMONTREE
INE680Z01018,AVG
INE293B01029,HAVISHA
INE511Y01018,MMP
INE301Z01011,SONISOYA
INE182Z01015,SSINFRA
INE709Z01015,VERA
INE098F01031,AMRUTANJAN
INE117Z01011,NARMADA
INE602A01023,PCBL
INE557Z01018,PIGL
INE032Z01012,BSHSL
INE783X01023,CHEMFAB
INE175Y01012,PENTAGOLD
INE961Y01015,MAHICKRA
INE095N01031,NBCC
INE087Z01016,AAKASH
INE925Y01010,GODHA
INE728Z01015,SOFTTECH
INE142Z01019,ORIENTELEC
INE255Z01019,E2E
INF109KC1CZ3,ICICI500
INE574Z01013,FIVECORE
INE896L01010,INDOSTAR
INE666D01022,BORORENEW
INE792Z01011,SIRCA
INE591Q01016,SUULD
INE00CE01017,SVLL
INE411Y01011,DIL
INE262Z01015,LATTEYS
INE872H01027,LUMAXTECH
INE00LM01011,SONAMLTD
INE364U01010,ADANIGREEN
INE854D01024,UNITDSPR
INE481K01021,ELECTROSL
INE832A01018,MODIRUBBER
INE00IK01011,OSWALSEEDS
INE974Z01015,PRITI
INE648Z01015,ACCURACY
INE950G01023,UNIPLY
INE871C01038,AVANTIFEED
INE111A01025,CONCOR
INE624Z01016,SOLARA
INE816B01027,FILATEX
INE287Z01012,GAYAHWS
INE627Z01019,TALWGYM
INE686Y01026,FINEORG
INE320J01015,RITES
INE665L01035,VARROC
INE684Z01010,BRIGHT
INE632X01022,SHRENIK
INE691Z01015,GANGAFORGE
INE00N401018,JAKHARIA
INE364Z01019,REPL
INE00C501018,AMBANIORGO
INE652Z01017,AVROIND
INE550B01022,HBSL
INE778U01029,TCNSBRANDS
INE00NI01015,UCL
INE127D01025,HDFCAMC
INE528K01029,GALLISPAT
INE869Y01010,TEMBO
INE645W01026,AIRAN
INE338A01024,TIRUMALCHM
INE741K01010,CREDITACC
INE650Z01011,POWERFUL
INE529F01035,SIGIND
INF109KC1JI4,ICICINXT50
INE721Z01010,AARON
INE688Y01014,DANGEE
INE319Z01013,SUPREMEENG
INE00SZ01018,MARSHALL
INE748Z01013,SUMIT
INE520A01027,ZENSARTECH
INE743C01021,JSWISPL
INE548Z01017,LAGNAM
INE760W01015,RPPL
INE00Y801016,AKG
INF109KC1KT9,LIQUIDIETF
INE00PV01013,AHLADA
INE962Y01013,IRCON
INE01EO01010,SPECTRUM
INE890A01024,JMCPROJECT
INE216P01012,AAVAS
INE013801019,KSHITIJPOL
INE00KV01014,RAJMET
INE00U801010,PARIN
INE382Z01011,GRSE
INE00Z501011,KRITIKA
INE01II01013,SILGO
INE01JE01010,MARINE
INE01KI01019,VINNY
INE451F01024,APOLSINHOT
INE01EE01011,BBTCL
INE022Q01020,IEX
INE01GN01017,IRISDOREME
INE497D01022,DAMODARIND
INE00F301010,UWCSL
INE247D01039,JINDWORLD
INE456C01020,DFMFOODS
INE399L01023,ATGL
INE190H01024,SAKUMA
INF109KC1NT3,GOLDIETF
INF109KC1NS5,NEXT50IETF
INF769K01EG9,NIFTYETF
INE216A01030,BRITANNIA
INE01Z401013,SHUBHLAXMI
INE285K01026,TECHNOE
INE02CV01017,DRSDILIP
INF200KA1WX6,SBIETFQLTY
INE00R701017,OCLINDIA
INF209KB1B87,ABSLNN50ET
INE00S901012,NILASPACES
INE00CA01015,TREJHARA
INF277K015R5,NETF
INE844O01030,GUJGASLTD
INE00R701025,DALBHARAT
INE425Y01011,RPSGVENT
INE020801028,SPENCERS
INE845C01016,SUBCAPCITY
INF204KB1V68,MID150BEES
INE01P501012,XELPMOC
INE01ZJ01015,SURANI
INE427F01016,CHALET
INE919I01024,RADIOCITY
INE00RQ01019,MINDPOOL
INE294Z01018,ANUP
INE955V01021,ARVINDFASN
INF789F1AHR6,UTISXN50
INE00CO01016,ARTEDZ
INE255X01014,MSTCLTD
INE06IR01013,OSIAHYPER
INE391Z01012,CKFSL
INE415G01027,RVNL
INE00UG01014,KHFM
INE112L01020,METROPOLIS
INE455K01017,POLYCAB
INE04I401011,KPITTECH
INE813V01022,MCL
INF666M01FS5,IBMFNIFTY
INE136S01016,NEOGEN
INE161L01027,VIKASLIFE
INE412C01023,JMA
INE04LG01015,PAR
INE830C01026,EMAMIPAP
INE087J01028,GBGLOBAL
INE552D01024,CONFIPET
INE050001010,PPL
INE121A01024,CHOLAFIN
INE03JI01017,DGCONTENT
INE933S01016,INDIAMART
INE116A01032,APCOTEXIND
INE959C01023,OAL
INE573R01012,SEYAIND
INE00YB01017,ABINFRA
INF109KC1E27,ICICIBANKN
INE08KP01019,DCMNVL
INE170E01015,SATIA
INE534A01028,GFSTEELS
INE02WG01016,WEL
INE00WC01019,AFFLE
INF109KC1E35,PVTBANIETF
INE905P01028,BCP
INE966A01022,DOLATALGO
INE451A01017,FORCEMOT
INE254N01018,HNDFDS
INE023S01016,JIYAECO
INE974C01022,WINPRO
INE717A01029,KENNAMET
INE232A01011,SHREDIGCEM
INE572J01011,SPANDANA
INE285B01017,SPICEJET
INE767B01022,VIKASPROP
INE706A01022,VIKASWSP
INE054C01015,WATERBASE
INE274F01020,WESTLIFE
INE630A01024,SESHAPAPER
INE00M201021,SWSOLAR
INE755Q01025,VISHAL
INF277K010X4,NPBET
INE429E01023,SAFARI
INE00Y701018,SECL
INE466L01020,360ONE
INE040A01034,HDFCBANK
INE489L01022,IIFLSEC
INE719F01016,SHIVAUM
INE335Y01012,IRCTC
INE06MH01016,GOLDKART
INE430N01014,VISHWARAJ
INE09N301011,FLUOROCHEM
INE170E01023,SATIA
INE08ZM01014,GREENPANEL
INE529I01013,KUANTUM
INF209KB1O58,ABSLBANETF
INE126J01016,APOLLOPIPE
INE884B01025,KIRLFER
INE995D01025,CHEMBOND
INE0APB01016,MGEL
INE679A01013,CSBBANK
INE08KD01015,ASCOM
INE551W01018,UJJIVANSFB
INE064C01022,TRIDENT
INF204KB15I9,BANKBEES
INF204KB17I5,GOLDBEES
INF204KB19I1,HNGSNGBEES
INF204KB18I3,NV20BEES
INF204KB14I2,NIFTYBEES
INF204KB16I7,PSUBNKBEES
INE05AN01011,HINDWAREAP
INE0A1101019,DCI
INE689W01016,PRINCEPIPE
INF754K01KN4,EBBETF0423
INF754K01KO2,EBBETF0430
INE098201010,VCL
INE285J01028,SIS
INE025R01013,ARTEMISMED
INE05X901010,HPIL
INE619A01035,PATANJALI
INE258G01013,SUMICHEM
INF109KC1G82,MIDCAPIETF
INF769K01FN2,NEXT50
INE410B01037,VINATIORGA
INE0AEJ01013,BIRLATYRE
INE073G01016,ASALCBR
INE215D01010,MAHEPC
INE03V001013,UNIVPHOTO
INE270A01029,ALOKINDS
INE878I01022,BAFNAPH
INE03QK01018,SUVENPHAR
INE018E01016,SBICARD
INE528G01035,YESBANK
INE07Y701011,POWERINDIA
INE902B01017,S&SPOWER
INE962Y01021,IRCON
INE258Y01016,LGHL
INE451D01011,RAJRATAN
INE861B01023,MOTOGENFIN
INF204KB15V2,ITBEES
INE278R01026,KARDA
INE0D6I01015,KSOLVES
INE09EO01013,AARTISURF
INE529I01021,KUANTUM
INE02PY01013,BOROLTD
INE02A801020,ROSSARI
INF846K01W80,AXISGOLD
INF846K01W98,AXISNIFTY
INF754K01LD3,EBBETF0425
INF754K01LE1,EBBETF0431
INE07OG01012,NDRAUTO
INF109KC1N59,ALPL30IETF
INF109KC1N67,ICICITECH
INE027H01010,MAXHEALTH
INE066A01021,EICHERMOT
INF179KC1AN8,HDFCNIFBAN
INE0CG601016,MAXIND
INF789F1AUN8,UTIBANKETF
INE419U01012,HAPPSTMNDS
INE450U01017,ROUTE
INE932X01018,SHAREINDIA
INE961D01019,UNIDT
INE947Q01028,LAURUSLABS
INE0CHO01012,ADL
INE03YM01018,CHEMCON
INE368I01016,NIRAJ
INE732I01013,ANGELONE
INE596I01012,CAMS
INE036B01030,GAEL
INE533A01012,GOODYEAR
INE234A01025,NOVARTIND
INE565V01010,VALIANTORG
INE294G01026,ROML
INE632X01030,SHRENIK
INE249Z01012,MAZDOCK
INE094J01016,UTIAMC
INE0D0U01013,AAATECH
INE0ALR01011,ATALREAL
INE060901019,LIKHITHA
INE480C01020,SDBL
INE0A0S01010,SIGMA
INE0EEJ01015,BTML
INE0AJG01018,HEMIPROP
INF200KA1S14,SBIETFIT
INF200KA1S22,SBIETFPB
INE745B01028,KHAICHEM
INE063P01018,EQUITASBNK
INE191A01027,ORCHPHARMA
INE754A01055,SUBEXLTD
INF846K01X63,AXISBNKETF
INF204KB18W4,SDL24BEES
INE068V01023,GLAND
INF769K01GS9,ESG
INE07T201019,RBA
INE702C01027,APLAPOLLO
INF247L01AK4,MOGSEC
INE09E501017,RVHL
INE0EK901012,TARC
INE495P01012,BECTORFOOD
INE0DNW01011,FAIRCHEMOR
INE01BK01022,AWHCL
INE694E01014,KANPRPLA
INE482D01024,CARYSIL
INE053F01010,IRFC
INE09VQ01012,INDIGOPNTS
INE481N01025,HOMEFIRST
INE00IN01015,STOVEKRAFT
INE186H01022,BASML
INE854S01022,GENCON
INF179KC1981,HDFCGOLD
INF179KC1965,HDFCNIFTY
INF179KC1973,HDFCSENSEX
INF789F1AUV1,UTIBANKETF
INF789F1AUU3,UTISXN50
INE052T01013,BESTAGRO
INE461D01010,HLEGLAS
INE01JE01028,MARINE
INE103C01036,SMCGLOBAL
INE0DSF01015,NURECA
INE0DD101019,RAILTEL
INE412G01016,BCLIND
INE694N01015,HERANBA
INF174KA1GC5,IT
INE06ZX01015,PARTYCRUS
INE07S101020,PAVNAIND
INE03RS01019,DRCSYSTEMS
INE864I01014,MTARTECH
INE935N01020,DIXON
INE07O001018,EASEMYTRIP
INE0BY001018,JUBLINGREA
INE930P01018,ANURAS
INE00LO01017,CRAFTSMAN
INE055C01020,KEEPLEARN
INE576O01020,LXCHEM
INF789F1AUX7,GOLDSHARE
INE303R01014,KALYANKJIL
INE428Q01011,SURYODAY
INF789F1AUW9,UTINEXT50
INE418L01021,NAZARA
INE749B01020,ORTINGLOBE
INF846K01Y96,AXISTECETF
INF204KC1022,SDL26BEES
INE018401013,SUVIDHAA
INE382M01027,BARBEQUE
INE0A1E01018,SIDDHIKA
INF204KC1030,GILT5YBEES
INE0GXK01018,VMARCIND
INE183A01024,FINPIPE
INE670K01029,LODHA
INE597I01028,SHARDAMOTR
INE792B01012,AMBICAAGAR
INE0FHS01016,DEEPINDS
INE737D01021,MODISONLTD
INE858B01029,ISGEC
INE884A01027,VAIBHAVGBL
INE150B01039,ALKYLAMINE
INE419D01026,CLSEL
INF769K01HF4,MAFANG
INF846K01Z04,AXISBPSETF
INE217G01035,EQUIPPP
INF846K01Z12,AXISHCETF
INF109KC1Q72,HEALTHIETF
INE02AR01019,ANMOL
INE0FLR01028,IWEL
INE420B01028,ARIHANTCAP
INE505Y01010,VINEETLAB
INF247L01AP3,MON100
INE0CAJ01017,AILIMITED
INE386D01027,SBCL
INE810G01011,SHYAMMETL
INE073K01018,SONACOMS
INE878H01024,INVENTURE
INE021O01019,DODLA
INE967H01017,KIMS
INE0D6701023,IPL
INE613B01010,ICDSLTD
INF204KC1089,PHARMABEES
INE0G2G01015,WALPAR
INE308E01029,SVPGLOB
INE514Y01020,MOKSH
INE227W01023,CLEAN
INE201P01022,GRINFRA
INF174KA1HJ8,GOLD1
INE758T01015,ZOMATO
INE542W01017,KPIGREEN
INE484C01030,TIDEWATER
INE00QT01015,SGIL
INF200KA1X17,SBIETFCON
INE0GK401011,TATVA
INE239C01020,STYLAMIND
INE449C01025,ANDREWYU
INE581X01021,GLOBE
INE266D01021,GRAUWEIL
INF769K01HI8,BFSI
INE198H01019,AAREYDRUGS
INE03Q201024,GLS
INE645S01016,ROLEXRINGS
INF109KC1R48,FMCGIETF
INE0FFK01017,NPST
INE583R01029,PRITIKAUTO
INE00D001018,REXPIPES
INE583D01011,UGROCAP
INE278R01034,KBCGLOBAL
INE872J01023,DEVYANI
INE0GFE01018,EXXARO
INE08LI01020,KRSNAA
INE0H5O01029,WINDLAS
INE071N01016,EPIGRAL
INE0CT101020,MOL
INE290S01011,CARTRADE
INE236Y01012,NGIL
INE229C01021,SAGCEM
INE118D01016,NUVOCO
INE852O01025,APTUS
INE488A01050,CHEMPLASTS
INE0HPK01012,DUGLOBAL
INE384C01016,YUKEN
INE251C01025,ABMINTLLTD
INE00FF01017,AMIORG
INE691Z01023,GANGAFORGE
INE043W01024,VIJAYA
INE0HQI01014,BEWLTD
INE388A01029,GANESHBE
INE575C01027,INTLCONV
INE486A01021,CESC
INF846K016C7,AXISCETF
INE025R01021,ARTEMISMED
INF769K01HP3,MASPTOP50
INE953O01021,SANSERA
INE930H01031,KPRMILL
INE0GOJ01027,QUADPRO
INE201M01029,CLEDUCATE
INE045601015,PARAS
INF209KB1119,BSLSENETFG
INE00WC01027,AFFLE
INE377E01016,COASTCORP
INE02KC01010,JAINAM
INE319Y01024,TIRUPATIFL
INE404A01024,ABSLAMC
INE0I3Y01014,BMETRICS
INE818B01023,PASUPTAC
INE0IGO01011,DESTINY
INE0DZ701010,DYNAMIC
INE414D01019,BHAGCHEM
INE731U01028,DIGJAMLMTD
INE748C01038,3IINFOLTD
INE0GN101014,DKEGL
INE430N01022,VISHWARAJ
INE177H01021,GPIL
INE646B01010,MEDICAMEQ
INF209KB10C2,HEALTHY
INE105I01020,SELMC
INF109KC1V59,BSE500IETF
INE335Y01020,IRCTC
INE567A01028,NIPPOBATRY
INF109KC1V42,CONSUMIETF
INE0J0B01017,KOTYARK
INE370D01013,MANORG
INF209KB11D8,TECH
INE864K01010,IRIS
INE388Y01029,NYKAA
INF740KA1QK2,EQUAL50ADD
INE02NC01014,FINOPB
INE0J6L01013,NIDAN
INE417T01026,POLICYBZR
INE0D0K01014,SIGACHI
INE284S01014,SJS
INE412U01025,BIGBLOC
INE976E01023,FOODSIN
INE982J01020,PAYTM
INE806T01012,SAPPHIRE
INE802C01025,SSWL
INE0I7C01011,LATENTVIEW
INE04AK01010,SBC
INE124E01020,STEELCAS
INE411U01027,BAJAJHCARE
INE506Z01015,DHRUV
INE017W01010,SMLT
INF209KB17D5,ABSLBANETF
INF209KB16D7,ABSLNN50ET
INF209KB18D3,BSLGOLDETF
INF209KB19D1,BSLNIFTY
INF209KB10E8,BSLSENETFG
INE144Z01023,TARSONS
INE0BJS01011,GOCOLORS
INE505A01010,DMCC
INE276G01015,ASIANENE
INE788J01021,SHIVALIK
INF769K01HS7,MAHKTECH
INE575P01011,STARHEALTH
INE955I01044,SEJALLTD
INE011K01018,TEGA
INE463V01026,ANANDRATHI
INE690A01028,TTKPRESTIG
INF754K01OB1,BBETF0432
INF082J01408,QGOLDHALF
INE0CLI01024,RATEGAIN
INE287C01037,MICEL
INE217L01019,SHRIRAMPPS
INE0BV301023,MAPMYINDIA
INE317I01021,METROBRAND
INE391J01024,JTLIND
INE804L01022,MEDPLUS
INE0JM501013,NRL
INE372C01037,PRECWIRE
INE225C01029,UDAICEMENT
INE0IX101010,DATAPATTNS
INE843D01027,DCMSRIND
INE505V01016,EUROBOND
INE034D01049,PTL
INE0GSL01016,HPAL
INE0I7D01019,FOCE
INE07RO01027,SUPRIYA
INF174KA1IA5,ALPHA
INF247L01AU3,MONQ50
INF740KA1CL0,NIFTY50ADD
INF740KA1QL0,MIDQ50ADD
INE715B01021,ANDHRSUGAR
INE925R01014,CMSINFO
INE0IA701014,VIVO
INE903D01011,MONARCH
INF200KA16D8,SETFGOLD
INE08PH01015,ABCOTS
INE571A01038,IPCALAB
INE0IJY01014,TIMESCAN
INF109KC1Y49,AUTOIETF
INE840Y01029,ONEPOINT
INF204KC1337,AUTOBEES
INE112D01035,MHLXMIRU
INE583L01014,AGSTRA
INF109KC1Y56,SILVERIETF
INE0HKW01018,PRECISION
INE389C01015,MALLCOM
INF769K01IB1,MAKEINDIA
INE291A01017,GRWRHITECH
INF209KB19F6,SILVER
INE087Z01024,AAKASH
INF174KA1IB3,MIDCAP
INE418N01035,ESSENTIA
INF204KC1402,SILVERBEES
INE699H01024,AWL
INE513A01022,SCHAEFFLER
INE544R01021,GREENLAM
INE296C01020,FIBERWEB
INE825V01034,MANYAVAR
INE00EM01016,MEGASTAR
INF247L01AX7,MOMOMENTUM
INE0J1P01015,RICHA
INE570A01014,IONEXCHANG
INE927D01044,JBMA
INE0JR301013,MADHAVBAUG
INE04AK01028,SBC
INE610E01010,KALYANI
INE319Z01021,SUPREMEENG
INF109KC14A8,GSEC5IETF
INE03KJ01013,SHIGAN
INF769K01IC9,MIDCAPETF
INE399G01023,RKFORGE
INE451D01029,RAJRATAN
INE533D01032,RAJRILTD
INE03RS01027,DRCSYSTEMS
INE079J01017,GATEWAY
INE0JW501011,SPRL
INE0CU601026,GMRP&UI
INE0HS001010,COOLCAPS
INE925Y01036,GODHA
INE825A01020,VTL
INE0KNW01016,KNAGRI
INE0FS801015,MSUMI
INE0GMR01016,SWARAJ
INE025B01025,GOLDIAM
INE803D01021,INDOBORAX
INF174KA1IY5,LOWVOL1
INF247L01BA3,MOLOWVOL
INE098201028,VCL
INE0GGO01015,KRISHIVAL
INE0KN801013,PROPEQUITY
INE151G01010,SHAILY
INE0J5601015,KRISHNADEF
INE426Z01016,OBCL
INE0GIU01018,UMAEXPORTS
INE102B01014,CHOICEIN
INF277KA1364,TNIDETF
INE0IQ001011,VERANDA
INE668G01021,ELDEHSG
INE626Z01011,HARDWYN
INE602A01031,PCBL
INE01EG01016,RITCO
INE420B01036,ARIHANTCAP
INE00EV01017,HARIOMPIPE
INE0J5801011,JSLL
INE797F01020,JUBLFOOD
INE535D01029,ROTO
INE979A01025,SAREGAMA
INE751B01018,PIXTRANS
INE760F01028,INDOAMIN
INE992I01013,STARTECK
INE278Y01022,CAMPUS
INE0G1L01017,LEMERITE
INE615R01029,TRU
INE359U01010,LANCER
INE961O01016,RAINBOW
INE0JZA01018,SONUINFRA
INE676A01027,BBOX
INE0J1Y01017,LICI
INE982V01025,JETFREIGHT
INE00F201020,PRUDENT
INE256Z01017,AKSHAR
INE148O01028,DELHIVERY
INE663A01025,SPLPETRO
INE0JA001018,VENUSPIPES
INE750D01016,RELCHEMQ
INE630Y01016,MEDICO
INE088F01024,PARADEEP
INE04TZ01018,ETHOSLTD
INE01QM01018,EMUDHRA
INE00WS01056,GSTL
INE0BWX01014,AETHER
INE0LQQ01019,FIDEL
INE02OY01016,RILINFRA
INE974B01016,CHEVIOT
INE02EZ01014,AXITA
INE170V01027,SALASAR
INE0HPK01020,DUGLOBAL
INE00VM01010,MANORAMA
INE420C01059,PAISALO
INE0J1E01019,KCK
INE887E01022,NGLFINE
INE0JYY01011,MWL
INE0KZA01016,SKP
INE503B01021,STEELXIND
INE583V01013,RADHIKAJWE
INE722H01024,RGL
